,Name,Rating,Genre,Release Date,Runtime,Director,Url
3435,Bleeding Steel,59.0,"Action, Science Fiction, Thriller",12/22/2017,1h 49m,Leo Zhang,https://www.themoviedb.org/movie/460648
3436,The Spy Who Loved Me,68.0,"Adventure, Action, Thriller",07/07/1977,2h 5m,Lewis Gilbert,https://www.themoviedb.org/movie/691
3437,Cry-Baby,66.0,"Comedy, Music, Romance",04/05/1990,1h 25m,John Waters,https://www.themoviedb.org/movie/9768
3438,The Zookeeper's Wife,74.0,"Drama, History",03/31/2017,2h 6m,Niki Caro,https://www.themoviedb.org/movie/289222
3439,Ben 10: Race Against Time,58.0,"Action, Family, Science Fiction",02/11/2008,1h 7m,Alex Winter,https://www.themoviedb.org/movie/16000
3440,The Taking of Deborah Logan,64.0,"Horror, Mystery, Thriller",10/21/2014,1h 30m,Adam Robitel,https://www.themoviedb.org/movie/297608
3441,Mr. Holmes,65.0,"Drama, Crime",07/17/2015,1h 44m,Arthur Conan Doyle,https://www.themoviedb.org/movie/280996
3442,Shrek the Halls,63.0,"Adventure, Animation, Comedy, Fantasy, Family",11/28/2007,28m,Gary Trousdale,https://www.themoviedb.org/movie/13394
3443,A View to a Kill,61.0,"Adventure, Action, Thriller",05/24/1985,2h 11m,John Glen,https://www.themoviedb.org/movie/707
3444,The Invasion,60,"Science Fiction, Thriller, Mystery",08/17/2007,1h 39m,Oliver Hirschbiegel,https://www.themoviedb.org/movie/4858
3445,Singin' in the Rain,82.0,"Comedy, Music, Romance",04/11/1952,1h 43m,Adolph Green,https://www.themoviedb.org/movie/872
3446,Lake Placid vs. Anaconda,54.0,"Action, Horror",04/25/2015,1h 32m,A.B. Stone,https://www.themoviedb.org/movie/336560
3447,The Thing,62.0,"Horror, Science Fiction, Mystery, Thriller",10/14/2011,1h 43m,Matthijs van Heijningen Jr.,https://www.themoviedb.org/movie/60935
3448,Slumdog Millionaire,77.0,"Drama, Romance",01/23/2009,2h,Danny Boyle,https://www.themoviedb.org/movie/12405
3449,Black Mass,64.0,"Drama, Crime, History",09/25/2015,2h 3m,Scott Cooper,https://www.themoviedb.org/movie/261023
3450,Vivarium,60,"Science Fiction, Horror, Mystery",03/27/2020,1h 37m,Lorcan Finnegan,https://www.themoviedb.org/movie/458305
3451,Taxi,55.0,"Action, Comedy, Thriller, Crime",10/06/2004,1h 37m,Tim Story,https://www.themoviedb.org/movie/11045
3452,Twitches Too,68.0,"Drama, Family, Fantasy, TV Movie",10/12/2007,1h 23m,Randi Reisfeld,https://www.themoviedb.org/movie/46169
3453,Oro y Polvo,58.0,,04/19/2016,,Felix Limardo,https://www.themoviedb.org/movie/470581
3454,Fullmetal Alchemist the Movie: Conqueror of Shamballa,73.0,"Action, Adventure, Animation, Drama",07/21/2005,1h 45m,Hiromu Arakawa,https://www.themoviedb.org/movie/14003
3455,King of Kings,71.0,"Drama, History",10/11/1961,2h 48m,Nicholas Ray,https://www.themoviedb.org/movie/36362
3456,Beauty and the Beast: The Enchanted Christmas,62.0,"Animation, Family, Fantasy",11/11/1997,1h 12m,Andrew Knight,https://www.themoviedb.org/movie/13313
3457,Get Rich or Die Tryin',67.0,"Drama, Crime, Music",11/09/2005,1h 57m,Terence Winter,https://www.themoviedb.org/movie/10060
3458,The Impossible,74.0,"Thriller, Drama",12/04/2012,1h 53m,J. A. Bayona,https://www.themoviedb.org/movie/80278
3459,Just Like Heaven,69.0,"Fantasy, Romance, Drama, Comedy",09/16/2005,1h 35m,Mark Waters,https://www.themoviedb.org/movie/9007
3460,Judas and the Black Messiah,74.0,"Drama, History",02/12/2021,2h 6m,Shaka King,https://www.themoviedb.org/movie/583406
3461,Dragon Nest: Warriors' Dawn,77.0,"Fantasy, Animation",05/20/2014,1h 28m,Yuefeng Song,https://www.themoviedb.org/movie/257932
3462,Shame,70,Drama,12/02/2011,1h 42m,Steve McQueen,https://www.themoviedb.org/movie/76025
3463,Paranormal Activity 4,54.0,Horror,10/19/2012,1h 37m,Henry Joost,https://www.themoviedb.org/movie/82990
3464,Sleepless,59.0,"Action, Crime, Thriller",01/13/2017,1h 35m,Baran bo Odar,https://www.themoviedb.org/movie/324542
3465,Downrange,58.0,"Thriller, Horror",05/25/2018,1h 30m,Ryûhei Kitamura,https://www.themoviedb.org/movie/469916
3466,Gulliver's Travels,52.0,"Family, Comedy, Adventure, Fantasy",12/25/2010,1h 25m,Rob Letterman,https://www.themoviedb.org/movie/38745
3467,Black and Blue,67.0,"Drama, Action, Thriller",10/25/2019,1h 49m,Deon Taylor,https://www.themoviedb.org/movie/578189
3468,Dead Again in Tombstone,50,"Western, Action, Fantasy, Horror",08/30/2017,1h 39m,Roel Reiné,https://www.themoviedb.org/movie/473165
3469,A Simple Favor,66.0,"Crime, Thriller, Mystery, Comedy",09/14/2018,1h 57m,Paul Feig,https://www.themoviedb.org/movie/484247
3470,Riders of Justice,73.0,"Action, Comedy, Drama",11/19/2020,1h 56m,Anders Thomas Jensen,https://www.themoviedb.org/movie/663870
3471,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,68.0,Animation,02/23/2012,10m,,https://www.themoviedb.org/movie/699254
3472,Immortals,59.0,"Fantasy, Action, Drama",11/11/2011,1h 50m,Tarsem Singh,https://www.themoviedb.org/movie/37958
3473,Anon,59.0,Science Fiction,05/03/2018,1h 40m,Andrew Niccol,https://www.themoviedb.org/movie/396806
3474,Ocean's Thirteen,67.0,"Crime, Thriller",06/07/2007,2h 2m,Jack Golden Russell,https://www.themoviedb.org/movie/298
3475,Game of Thrones: The Last Watch,71.0,"Documentary, TV Movie",05/26/2019,1h 55m,Jeanie Finlay,https://www.themoviedb.org/movie/591278
3476,Non Non Biyori: Vacation,69.0,"Comedy, Animation, Adventure, Drama",08/25/2018,1h 11m,Shinya Kawatsura,https://www.themoviedb.org/movie/494471
3477,Elite Squad: The Enemy Within,79.0,"Drama, Action, Crime",10/08/2010,1h 55m,José Padilha,https://www.themoviedb.org/movie/47931
3478,The Boy from Medellín,59.0,"Documentary, Music",05/07/2021,1h 35m,Matthew Heineman,https://www.themoviedb.org/movie/736604
3479,The Biggest Little Farm: The Return,0,Documentary,04/22/2022,30m,John Chester,https://www.themoviedb.org/movie/927085
3480,Crazy Rich Asians,71.0,"Comedy, Drama, Romance",08/15/2018,2h 1m,Jon M. Chu,https://www.themoviedb.org/movie/455207
3481,Golden Slumber,70,"Action, Thriller",02/14/2018,1h 48m,Noh Dong-seok,https://www.themoviedb.org/movie/500699
3482,Curve,58.0,"Horror, Thriller",10/14/2015,1h 26m,Iain Softley,https://www.themoviedb.org/movie/347754
3483,Gerald's Game,64.0,"Horror, Thriller",09/29/2017,1h 44m,Mike Flanagan,https://www.themoviedb.org/movie/343674
3484,Possessed,61.0,"Horror, Animation, Comedy",04/30/2015,1h 21m,Samuel Ortí Martí,https://www.themoviedb.org/movie/337719
3485,True Romance,75.0,"Action, Thriller, Crime, Romance",09/09/1993,2h,Quentin Tarantino,https://www.themoviedb.org/movie/319
3486,12 Angry Men,85.0,Drama,04/10/1957,1h 37m,Reginald Rose,https://www.themoviedb.org/movie/389
3487,Saul: The Journey to Damascus,56.0,Drama,04/01/2014,,Mario Philip Azzopardi,https://www.themoviedb.org/movie/301872
3488,Porn Star Zombies,56.0,"Comedy, Horror",11/06/2009,1h 20m,Keith Emerson,https://www.themoviedb.org/movie/99942
3489,Up to You,70,Romance,10/13/2018,1h 43m,Hideo Jōjō,https://www.themoviedb.org/movie/592741
3490,Allan Quatermain and the Lost City of Gold,48.0,"Adventure, Action, Comedy",12/18/1986,1h 39m,Gary Nelson,https://www.themoviedb.org/movie/9710
3491,Solace,63.0,"Thriller, Crime, Mystery",09/03/2015,1h 41m,Afonso Poyart,https://www.themoviedb.org/movie/339527
3492,Bring It On,62.0,Comedy,08/25/2000,1h 38m,Peyton Reed,https://www.themoviedb.org/movie/1588
3493,Naruto Special 1: Find the Crimson Four-leaf Clover!,20,,05/24/2003,17m,,https://www.themoviedb.org/movie/945827
3494,"Mickey, Donald, Goofy: The Three Musketeers",66.0,"Adventure, Animation, Comedy, Family",08/17/2004,1h 8m,Donovan Cook,https://www.themoviedb.org/movie/21385
3495,Follow Me,65.0,"Horror, Thriller",09/18/2020,1h 28m,Will Wernick,https://www.themoviedb.org/movie/606625
3496,The Bourne Supremacy,73.0,"Action, Drama, Thriller",10/09/2004,1h 48m,Paul Greengrass,https://www.themoviedb.org/movie/2502
3497,The Man of God,57.0,Drama,04/16/2022,2h 20m,Bolanle Austen-Peters,https://www.themoviedb.org/movie/952464
3498,Commando,66.0,"Action, Adventure, Thriller",10/03/1985,1h 30m,Steven E. de Souza,https://www.themoviedb.org/movie/10999
3499,"Honey, I Shrunk the Kids",63.0,"Adventure, Comedy, Family, Science Fiction",06/23/1989,1h 33m,Ed Naha,https://www.themoviedb.org/movie/9354
3500,On the Basis of Sex,74.0,"Drama, History",01/11/2019,2h,Mimi Leder,https://www.themoviedb.org/movie/339380
3501,Gravity,72.0,"Science Fiction, Thriller, Drama",10/11/2013,1h 31m,Alfonso Cuarón,https://www.themoviedb.org/movie/49047
3502,One Piece: Clockwork Island Adventure,69.0,"Action, Animation, Adventure",03/03/2001,1h,Atsuji Shimizu,https://www.themoviedb.org/movie/23446
3503,The Crow,75.0,"Fantasy, Action, Thriller",05/11/1994,1h 42m,Alex Proyas,https://www.themoviedb.org/movie/9495
3504,Blockers,63.0,Comedy,04/06/2018,1h 42m,Kay Cannon,https://www.themoviedb.org/movie/437557
3505,The Man with the Iron Heart,66.0,"War, Action, History, Thriller",07/07/2017,2h,Cédric Jimenez,https://www.themoviedb.org/movie/339259
3506,In the Realm of the Senses,65.0,"Drama, Romance",10/16/1976,1h 45m,Nagisa Ōshima,https://www.themoviedb.org/movie/5879
3507,Phantom,59.0,Thriller,03/01/2013,1h 39m,Todd Robinson,https://www.themoviedb.org/movie/152259
3508,The Finest Hours,65.0,"Action, Drama, History, Thriller",01/29/2016,1h 57m,Craig Gillespie,https://www.themoviedb.org/movie/300673
3509,We Were Soldiers,71.0,"Action, History, War",03/01/2002,2h 18m,Randall Wallace,https://www.themoviedb.org/movie/10590
3510,Midnight,71.0,Thriller,06/30/2021,1h 40m,Kwon Oh-seung,https://www.themoviedb.org/movie/628704
3511,"Chill Out, Scooby-Doo!",76.0,"Family, Comedy, Animation, Adventure, Mystery",09/04/2007,1h 13m,Joe Sichta,https://www.themoviedb.org/movie/13354
3512,Casino,80,"Crime, Drama",11/22/1995,2h 59m,Martin Scorsese,https://www.themoviedb.org/movie/524
3513,Arpeggio of Blue Steel -Ars Nova Cadenza-,79.0,"Action, Science Fiction",10/03/2015,1h 45m,Seiji Kishi,https://www.themoviedb.org/movie/357397
3514,The Layover,53.0,"Comedy, Romance",09/01/2017,1h 28m,William H. Macy,https://www.themoviedb.org/movie/339404
3515,Final: The Rapture,40,Thriller,09/13/2013,1h 30m,Timothy A. Chey,https://www.themoviedb.org/movie/224903
3516,Reasonable Doubt,58.0,"Crime, Thriller",01/17/2014,1h 31m,Peter Howitt,https://www.themoviedb.org/movie/240916
3517,Strike Witches the Movie,52.0,"Animation, Action, Fantasy",03/17/2012,1h 34m,Kazuhiro Takamura,https://www.themoviedb.org/movie/44667
3518,Diego Maradona,75.0,Documentary,07/11/2019,2h 10m,Asif Kapadia,https://www.themoviedb.org/movie/536841
3519,Doctor Dolittle,57.0,"Comedy, Family, Fantasy",06/26/1998,1h 25m,Betty Thomas,https://www.themoviedb.org/movie/3050
3520,Love Actually,71.0,"Comedy, Romance, Drama",11/21/2003,2h 15m,Richard Curtis,https://www.themoviedb.org/movie/508
3521,Vamps,53.0,"Comedy, Romance, Horror",11/02/2012,1h 33m,Amy Heckerling,https://www.themoviedb.org/movie/73935
3522,Run Hide Fight,67.0,"Action, Crime, Thriller",01/15/2021,1h 49m,Kyle Rankin,https://www.themoviedb.org/movie/629017
3523,Ajin: Demi-Human – Compel,72.0,"Animation, Action, Thriller",11/27/2015,1h 44m,Hiroyuki Seshita,https://www.themoviedb.org/movie/357390
3524,Ana & Bruno,77.0,"Animation, Adventure, Family",09/01/2017,1h 36m,Carlos Carrera,https://www.themoviedb.org/movie/265339
3525,Spartacus,75.0,"History, War, Drama, Adventure",10/13/1960,3h 17m,Stanley Kubrick,https://www.themoviedb.org/movie/967
3526,Strange Magic,71.0,"Music, Animation, Family, Fantasy",01/23/2015,1h 39m,Gary Rydstrom,https://www.themoviedb.org/movie/302429
3527,Draug,54.0,"Horror, History, Fantasy",10/10/2018,1h 27m,Klas Persson,https://www.themoviedb.org/movie/421285
3528,Takers,62.0,"Action, Crime, Drama, Thriller",08/26/2010,1h 47m,John Luessenhop,https://www.themoviedb.org/movie/22907
3529,Mirrors 2,56.0,"Horror, Mystery, Thriller",10/19/2010,1h 26m,Víctor García,https://www.themoviedb.org/movie/46441
3530,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,70,"Family, Adventure, Animation",03/10/2007,1h 52m,Yukiyo Teramoto,https://www.themoviedb.org/movie/52795
3531,The Grudge 3,54.0,"Mystery, Horror, Thriller",05/12/2009,1h 30m,Toby Wilkins,https://www.themoviedb.org/movie/1977
3532,Welcome Home,52.0,"Thriller, Horror",11/16/2018,1h 37m,George Ratliff,https://www.themoviedb.org/movie/525460
3533,Precious Cargo,52.0,"Action, Crime, Thriller",07/15/2016,1h 39m,Max Adams,https://www.themoviedb.org/movie/384737
3534,I Kill Giants,62.0,"Fantasy, Drama",03/23/2018,1h 46m,Anders Walter,https://www.themoviedb.org/movie/419831
3535,Marvel One-Shot: Agent Carter,74.0,"Action, Adventure, Science Fiction, Fantasy",09/03/2013,15m,Louis D'Esposito,https://www.themoviedb.org/movie/211387
3536,Zombie Night,39.0,Horror,10/08/2013,1h 28m,John Gulager,https://www.themoviedb.org/movie/219247
3537,Pixie Hollow Games,69.0,"Animation, Family",12/24/2011,23m,Bradley Raymond,https://www.themoviedb.org/movie/86130
3538,Self/less,64.0,"Science Fiction, Mystery, Thriller",07/10/2015,1h 57m,Tarsem Singh,https://www.themoviedb.org/movie/238615
3539,Okja,74.0,"Adventure, Drama, Science Fiction",06/28/2017,2h 2m,Bong Joon-ho,https://www.themoviedb.org/movie/387426
3540,Mercury Rising,62.0,"Action, Crime, Drama, Thriller",04/03/1998,1h 51m,Harold Becker,https://www.themoviedb.org/movie/8838
3541,Cruel Intentions,68.0,"Drama, Romance",03/05/1999,1h 38m,Roger Kumble,https://www.themoviedb.org/movie/796
3542,Miss Sloane,75.0,"Thriller, Drama",02/03/2017,2h 12m,John Madden,https://www.themoviedb.org/movie/376290
3543,I Still Believe,77.0,"Music, Drama, Romance",03/13/2020,1h 55m,Jon Erwin,https://www.themoviedb.org/movie/585244
3544,Breathe,74.0,"Drama, Romance",10/27/2017,1h 58m,Andy Serkis,https://www.themoviedb.org/movie/407445
3545,Kaguya-sama: Love Is War,73.0,"Comedy, Romance",09/06/2019,1h 53m,Hayato Kawai,https://www.themoviedb.org/movie/617402
3546,Acrimony,68.0,Thriller,03/30/2018,2h,Tyler Perry,https://www.themoviedb.org/movie/464502
3547,The Cellar,65.0,"Horror, Mystery",03/25/2022,1h 34m,Brendan Muldowney,https://www.themoviedb.org/movie/758724
3548,The Light Between Oceans,71.0,"Drama, Romance",10/18/2016,2h 13m,Derek Cianfrance,https://www.themoviedb.org/movie/283552
3549,Piranha 3DD,43.0,"Horror, Thriller, Comedy",06/01/2012,1h 23m,Pete Goldfinger,https://www.themoviedb.org/movie/71668
3550,Mirage,75.0,"Science Fiction, Thriller, Drama, Romance, Mystery",11/30/2018,2h 9m,Oriol Paulo,https://www.themoviedb.org/movie/529216
3551,Revenger,53.0,Action,12/06/2018,1h 42m,Lee Seung-Won,https://www.themoviedb.org/movie/557968
3552,New Nightmare,64.0,"Horror, Mystery, Fantasy",10/14/1994,1h 52m,Wes Craven,https://www.themoviedb.org/movie/11596
3553,Lion,81.0,Drama,02/24/2017,1h 58m,Garth Davis,https://www.themoviedb.org/movie/334543
3554,Inherent Vice,66.0,"Drama, Mystery, Comedy",01/09/2015,2h 29m,Paul Thomas Anderson,https://www.themoviedb.org/movie/171274
3555,Los viejos,40,Drama,10/08/2011,1h 20m,Martín Boulocq,https://www.themoviedb.org/movie/288905
3556,Rendel,54.0,"Fantasy, Action, Crime",11/23/2017,1h 45m,Jesse Haaja,https://www.themoviedb.org/movie/397852
3557,Open Season: Scared Silly,59.0,"Animation, Comedy, Family, Adventure",12/18/2015,1h 24m,David Feiss,https://www.themoviedb.org/movie/382517
3558,Mac & Devin Go to High School,63.0,Comedy,07/03/2012,1h 15m,Dylan C. Brown,https://www.themoviedb.org/movie/104859
3559,The Magician,63.0,"Drama, Romance, Fantasy",12/30/2015,2h 2m,Kim Dae-seung,https://www.themoviedb.org/movie/366654
3560,The Condemned 2,52.0,Action,11/06/2015,1h 30m,Roel Reiné,https://www.themoviedb.org/movie/353610
3561,Singularity,36.0,Science Fiction,11/24/2017,1h 32m,Robert Kouba,https://www.themoviedb.org/movie/484886
3562,The Nut Job,57.0,"Animation, Comedy, Family, Adventure",01/17/2014,1h 25m,Peter Lepeniotis,https://www.themoviedb.org/movie/227783
3563,Inheritance,63.0,Thriller,04/30/2020,1h 50m,Vaughn Stein,https://www.themoviedb.org/movie/602147
3564,The Swan Princess: A Royal Wedding,73.0,"Animation, Family, Fantasy",07/20/2020,1h 23m,Richard Rich,https://www.themoviedb.org/movie/718100
3565,The Descendants,68.0,"Comedy, Drama",01/26/2012,1h 55m,Alexander Payne,https://www.themoviedb.org/movie/65057
3566,Jaws 2,59.0,"Horror, Thriller",06/16/1978,1h 56m,Jeannot Szwarc,https://www.themoviedb.org/movie/579
3567,Manchester by the Sea,75.0,Drama,12/16/2016,2h 18m,Kenneth Lonergan,https://www.themoviedb.org/movie/334541
3568,Philadelphia,77.0,Drama,12/22/1993,2h 6m,Ron Nyswaner,https://www.themoviedb.org/movie/9800
3569,Hard to Kill,60,Action,02/09/1990,1h 36m,Bruce Malmuth,https://www.themoviedb.org/movie/9569
3570,Marriage Story,78.0,Drama,11/06/2019,2h 17m,Noah Baumbach,https://www.themoviedb.org/movie/492188
3571,Death Proof,68.0,"Action, Thriller",06/20/2007,1h 53m,Quentin Tarantino,https://www.themoviedb.org/movie/1991
3572,Splice,58.0,"Horror, Thriller, Science Fiction",10/06/2009,1h 44m,Vincenzo Natali,https://www.themoviedb.org/movie/37707
3573,Super Me,77.0,"Adventure, Drama, Fantasy",04/09/2021,1h 42m,Zhang Chong,https://www.themoviedb.org/movie/603768
3574,Diary of a Wimpy Kid: The Long Haul,53.0,"Comedy, Family",05/19/2017,1h 31m,David Bowers,https://www.themoviedb.org/movie/417830
3575,The Prey,64.0,"Action, Crime, Thriller",04/12/2011,1h 42m,Eric Valette,https://www.themoviedb.org/movie/59118
3576,Ella Bella Bingo,65.0,"Animation, Family",01/24/2020,1h 15m,Frank Mosvold,https://www.themoviedb.org/movie/619918
3577,Eli,60,Horror,10/18/2019,1h 38m,David Chirchirillo,https://www.themoviedb.org/movie/483202
3578,Jackass 2.5,61.0,"Comedy, Documentary",12/18/2007,1h 4m,Jeff Tremaine,https://www.themoviedb.org/movie/14158
3579,Trick 'r Treat,69.0,"Horror, Comedy",12/07/2007,1h 22m,Michael Dougherty,https://www.themoviedb.org/movie/23202
3580,The Emperor of Paris,64.0,"Drama, Crime, Thriller",12/19/2018,2h 1m,Jean-François Richet,https://www.themoviedb.org/movie/478820
3581,Unstoppable,65.0,"Action, Thriller",11/12/2010,1h 38m,Tony Scott,https://www.themoviedb.org/movie/44048
3582,A Movie of Eggs,77.0,"Animation, Comedy",04/21/2006,1h 30m,Francisco Arriagada,https://www.themoviedb.org/movie/16761
3583,Graf Porno und seine Mädchen,66.0,Comedy,01/18/1969,1h 23m,Günter Hendel,https://www.themoviedb.org/movie/248509
3584,Scooby-Doo! Return to Zombie Island,70,"Animation, Comedy, Family, Adventure",10/01/2019,1h 20m,Joseph Barbera,https://www.themoviedb.org/movie/615774
3585,Love Don't Co$t a Thing,70,"Comedy, Drama, Family, Romance",12/12/2003,1h 40m,Troy Byer,https://www.themoviedb.org/movie/21542
3586,Behind Enemy Lines,63.0,"Action, Drama, Thriller, War",11/30/2001,1h 46m,John Moore,https://www.themoviedb.org/movie/8007
3587,All About Sex,65.0,"Comedy, Drama, Romance",09/16/2021,1h 15m,Dakota Gorman,https://www.themoviedb.org/movie/802119
3588,Project Power,65.0,"Action, Crime, Science Fiction",08/14/2020,1h 53m,Ariel Schulman,https://www.themoviedb.org/movie/605116
3589,My Sister's Keeper,74.0,Drama,06/26/2009,1h 49m,Nick Cassavetes,https://www.themoviedb.org/movie/10024
3590,Heist,61.0,Action,11/13/2015,1h 33m,Scott Mann,https://www.themoviedb.org/movie/336004
3591,Eiffel,63.0,"Drama, History",10/13/2021,1h 48m,Martin Bourboulon,https://www.themoviedb.org/movie/655082
3592,Kangaroo Jack,52.0,"Family, Comedy, Adventure, Crime",01/17/2003,1h 29m,David McNally,https://www.themoviedb.org/movie/10628
3593,The Shoga (Glass and Gas) Company,35.0,,09/07/1990 (IR),15m,Kamran Shirdel,https://www.themoviedb.org/movie/917070
3594,Sonic Boom,28.0,Comedy,01/01/1974,31m,Jeffrey Mandel,https://www.themoviedb.org/movie/681560
3595,Dracula Untold,64.0,"Horror, Action, Drama, Fantasy, War",10/03/2014,1h 32m,Bram Stoker,https://www.themoviedb.org/movie/49017
3596,Long Shot,67.0,"Comedy, Romance",05/03/2019,2h 5m,Dan Sterling,https://www.themoviedb.org/movie/459992
3597,The War with Grandpa,65.0,"Comedy, Family",10/09/2020,1h 38m,Tim Hill,https://www.themoviedb.org/movie/425001
3598,See No Evil,54.0,"Horror, Thriller",05/19/2006,1h 24m,Gregory Dark,https://www.themoviedb.org/movie/10007
3599,The Mask of Zorro,65.0,"Action, Adventure",07/16/1998,2h 16m,Terry Rossio,https://www.themoviedb.org/movie/9342
3600,Your Lie in April,71.0,"Drama, Music, Romance",09/10/2016,2h 2m,Takehiko Shinjo,https://www.themoviedb.org/movie/401146
3601,Transcendence,60,"Thriller, Science Fiction, Drama, Mystery",04/17/2014,1h 59m,Wally Pfister,https://www.themoviedb.org/movie/157353
3602,Water and Fire,78.0,"Drama, Romance",11/15/2013,1h 53m,Özcan Deniz,https://www.themoviedb.org/movie/271954
3603,Swallow,48.0,"Drama, History, Thriller, Crime",10/01/2021,,Kunle Afolayan,https://www.themoviedb.org/movie/874562
3604,One Piece: Giant Mecha Soldier of Karakuri Castle,70,"Action, Animation, Comedy",03/04/2006,1h 34m,Konosuke Uda,https://www.themoviedb.org/movie/44730
3605,The Man with the Golden Gun,64.0,"Adventure, Action, Thriller",12/18/1974,2h 5m,Guy Hamilton,https://www.themoviedb.org/movie/682
3606,127 Hours,71.0,"Adventure, Drama, Thriller",01/28/2011,1h 34m,Danny Boyle,https://www.themoviedb.org/movie/44115
3607,The Danish Girl,76.0,Drama,01/22/2016,1h 59m,Tom Hooper,https://www.themoviedb.org/movie/306819
3608,Dragon Ball: The Magic Begins,40,"Action, Adventure, Fantasy",11/30/1991,1h 26m,Akira Toriyama,https://www.themoviedb.org/movie/68810
3609,Lolita,74.0,"Crime, Drama, Romance",09/11/1962,2h 34m,Vladimir Nabokov,https://www.themoviedb.org/movie/802
3610,Return to Jurassic Park,68.0,"Documentary, Action, Adventure, Thriller",02/05/2011,2h 9m,Laurent Bouzereau,https://www.themoviedb.org/movie/503210
3611,Vampire Hunter D: Bloodlust,75.0,"Animation, Fantasy, Horror, Action",04/21/2001,1h 43m,Yoshiaki Kawajiri,https://www.themoviedb.org/movie/15999
3612,Operation Red Sea,70,"Action, Thriller, War, Drama",02/16/2018,2h 19m,Dante Lam,https://www.themoviedb.org/movie/460555
3613,Halloween II,54.0,Horror,08/28/2009,1h 45m,Rob Zombie,https://www.themoviedb.org/movie/24150
3614,Fast & Furious,67.0,"Action, Crime, Drama, Thriller",04/03/2009,1h 47m,Gary Scott Thompson,https://www.themoviedb.org/movie/13804
3615,Tooth Fairy 2,51.0,"Comedy, Family",03/06/2012,1h 30m,Alex Zamm,https://www.themoviedb.org/movie/84575
3616,Hide and Seek,64.0,"Horror, Mystery",01/27/2005,1h 41m,John Polson,https://www.themoviedb.org/movie/11096
3617,Blood-C: The Last Dark,71.0,"Action, Horror, Science Fiction, Animation",06/02/2012,1h 46m,Naoyoshi Shiotani,https://www.themoviedb.org/movie/171823
3618,There's Something About Mary,66.0,"Romance, Comedy",07/15/1998,1h 59m,Bobby Farrelly,https://www.themoviedb.org/movie/544
3619,Beauty and the Beast,61.0,"Fantasy, Romance",02/12/2014,1h 52m,Christophe Gans,https://www.themoviedb.org/movie/197796
3620,Million Dollar Baby,80,Drama,03/11/2005,2h 12m,Clint Eastwood,https://www.themoviedb.org/movie/70
3621,The Room,64.0,"Horror, Drama, Mystery, Science Fiction",09/12/2019,1h 40m,Christian Volckman,https://www.themoviedb.org/movie/582913
3622,Highlander,69.0,"Adventure, Action, Fantasy",08/29/1986,1h 56m,Russell Mulcahy,https://www.themoviedb.org/movie/8009
3623,Let Me In,68.0,"Drama, Horror, Mystery",10/01/2010,1h 56m,Matt Reeves,https://www.themoviedb.org/movie/41402
3624,Mighty Morphin Power Rangers: The Movie,58.0,"Family, Action, Adventure, Science Fiction, Fantasy",06/30/1995,1h 32m,Bryan Spicer,https://www.themoviedb.org/movie/9070
3625,CATO,74.0,Drama,10/14/2021,,Peta Rivero y Hornos,https://www.themoviedb.org/movie/875460
3626,Teen Wolf,62.0,"Comedy, Fantasy, Romance",08/23/1985,1h 31m,Rod Daniel,https://www.themoviedb.org/movie/11824
3627,Blow,74.0,"Crime, Drama",04/05/2001,2h 4m,Ted Demme,https://www.themoviedb.org/movie/4133
3628,Ma,58.0,"Horror, Thriller",05/31/2019,1h 39m,Tate Taylor,https://www.themoviedb.org/movie/502416
3629,Free Birds,59.0,"Animation, Comedy, Family",11/01/2013,1h 31m,Jimmy Hayward,https://www.themoviedb.org/movie/175574
3630,Magic Mike XXL,62.0,"Comedy, Drama",07/01/2015,1h 55m,Gregory Jacobs,https://www.themoviedb.org/movie/264999
3631,#Alive,73.0,"Action, Horror, Thriller",06/24/2020,1h 38m,Cho Il,https://www.themoviedb.org/movie/614696
3632,Acts of Vengeance,59.0,"Thriller, Action, Drama",11/23/2017,1h 27m,Isaac Florentine,https://www.themoviedb.org/movie/445954
3633,Hal,68.0,"Animation, Romance",06/08/2013,1h,Ryotaro Makihara,https://www.themoviedb.org/movie/196761
3634,You Only Live Twice,65.0,"Action, Thriller, Adventure",06/13/1967,1h 57m,Lewis Gilbert,https://www.themoviedb.org/movie/667
3635,Saludos Amigos,58.0,"Animation, Family, Adventure",02/06/1943,42m,William Roberts,https://www.themoviedb.org/movie/14906
3636,Heaven's Lost Property Final – The Movie: Eternally My Master,76.0,"Animation, Romance, Science Fiction, Comedy",04/27/2014,49m,Yoshihiro Watanabe,https://www.themoviedb.org/movie/246464
3637,Pokémon: The Rise of Darkrai,68.0,"Family, Adventure, Animation, Fantasy, Action",07/14/2007,1h 30m,Kunihiko Yuyama,https://www.themoviedb.org/movie/25961
3638,A Cinderella Story: Christmas Wish,65.0,"Comedy, Music, Romance, Fantasy",10/15/2019,1h 33m,Michelle Johnston,https://www.themoviedb.org/movie/606117
3639,Dilwale Dulhania Le Jayenge,87.0,"Comedy, Drama, Romance",10/20/1995,3h 10m,Aditya Chopra,https://www.themoviedb.org/movie/19404
3640,Booksmart,71.0,Comedy,05/24/2019,1h 42m,Olivia Wilde,https://www.themoviedb.org/movie/505600
